sample_id	domain	ecosystem	data_source	accession	has_flux	flux_value	flux_unit	latitude	longitude	depth_cm	salinity_ppt	temperature_c	collection_date	notes
MUCC_MAG_PPR_006	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_007	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_008	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_009	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_010	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_011	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_012	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_013	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_014	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_015	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_016	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_017	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_018	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_019	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_020	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_021	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_022	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_023	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_024	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_025	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_026	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_027	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_028	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_029	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_030	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_031	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_032	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_033	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_034	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_035	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_036	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_037	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_038	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_039	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_PPR_040	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site PPR (Prairie Pothole Region); replace MAG ID
MUCC_MAG_JLA_001	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_002	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_003	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_004	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_005	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_006	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_007	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_008	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_009	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_010	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_011	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_012	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_013	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_014	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_015	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_016	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_017	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_018	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_019	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_020	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_021	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_022	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_023	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_024	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_025	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_026	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_027	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_028	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_029	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_030	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_031	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_032	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_033	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_034	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_035	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_036	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_037	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_038	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_039	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_JLA_040	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site JLA; replace MAG ID
MUCC_MAG_LA2_001	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_002	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_003	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_004	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_005	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_006	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_007	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_008	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_009	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_010	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_011	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_012	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_013	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_014	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_015	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_016	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_017	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_018	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_019	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_020	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_021	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_022	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_023	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_024	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_025	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_026	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_027	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_028	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_029	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_030	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_031	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_032	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_033	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_034	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_035	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_036	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_037	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_038	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_039	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_LA2_040	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site LA2; replace MAG ID
MUCC_MAG_STORDALEN_001	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_002	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_003	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_004	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_005	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_006	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_007	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_008	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_009	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_010	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_011	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_012	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_013	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_014	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_015	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_016	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_017	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_018	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_019	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_020	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_021	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_022	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_023	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_024	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_025	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_026	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_027	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_028	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_029	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_030	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_031	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_032	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
