proteome_id	sample	source	ecosystem	domain	mag_id_candidate	assembly_id_candidate	bin_id_candidate	mucc_img_like_id	source_analysis_accession	analysis_alias	filename	proteome_faa_basename	proteome_faa_stem	proteome_faa	n_proteins_used	checkpoint_batch	checkpoint_order	embedded_final_662	excluded_reason	download_url	download_fallback_urls
rumen__10674_0002_idba_bin.41	rumen__10674_0002_idba_bin.41	rumen	rumen	Bacteria	10674_0002_idba_bin.41	10674_0002_idba	bin.41		ERZ1037651	webin-genome-10674_0002_idba_bin.41	10674_0002_idba_bin.41.fa.gz	rumen__10674_0002_idba_bin.41.faa	rumen__10674_0002_idba_bin.41	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.41.faa	1839.0	9.0	4.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037651/10674_0002_idba_bin.41.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037651/10674_0002_idba_bin.41.fa.gz
rumen__10674_0002_idba_bin.43	rumen__10674_0002_idba_bin.43	rumen	rumen	Bacteria	10674_0002_idba_bin.43	10674_0002_idba	bin.43		ERZ1037652	webin-genome-10674_0002_idba_bin.43	10674_0002_idba_bin.43.fa.gz	rumen__10674_0002_idba_bin.43.faa	rumen__10674_0002_idba_bin.43	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.43.faa	2528.0	9.0	5.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037652/10674_0002_idba_bin.43.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037652/10674_0002_idba_bin.43.fa.gz
rumen__10674_0002_idba_bin.46	rumen__10674_0002_idba_bin.46	rumen	rumen	Bacteria	10674_0002_idba_bin.46	10674_0002_idba	bin.46		ERZ1037653	webin-genome-10674_0002_idba_bin.46	10674_0002_idba_bin.46.fa.gz	rumen__10674_0002_idba_bin.46.faa	rumen__10674_0002_idba_bin.46	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.46.faa	1913.0	9.0	6.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037653/10674_0002_idba_bin.46.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037653/10674_0002_idba_bin.46.fa.gz
rumen__10674_0002_idba_bin.47	rumen__10674_0002_idba_bin.47	rumen	rumen	Bacteria	10674_0002_idba_bin.47	10674_0002_idba	bin.47		ERZ1037654	webin-genome-10674_0002_idba_bin.47	10674_0002_idba_bin.47.fa.gz	rumen__10674_0002_idba_bin.47.faa	rumen__10674_0002_idba_bin.47	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.47.faa	1380.0	9.0	7.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037654/10674_0002_idba_bin.47.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037654/10674_0002_idba_bin.47.fa.gz
rumen__10674_0002_idba_bin.51	rumen__10674_0002_idba_bin.51	rumen	rumen	Bacteria	10674_0002_idba_bin.51	10674_0002_idba	bin.51		ERZ1037655	webin-genome-10674_0002_idba_bin.51	10674_0002_idba_bin.51.fa.gz	rumen__10674_0002_idba_bin.51.faa	rumen__10674_0002_idba_bin.51	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.51.faa	1983.0	9.0	8.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037655/10674_0002_idba_bin.51.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037655/10674_0002_idba_bin.51.fa.gz
rumen__10674_0002_idba_bin.52	rumen__10674_0002_idba_bin.52	rumen	rumen	Bacteria	10674_0002_idba_bin.52	10674_0002_idba	bin.52		ERZ1037656	webin-genome-10674_0002_idba_bin.52	10674_0002_idba_bin.52.fa.gz	rumen__10674_0002_idba_bin.52.faa	rumen__10674_0002_idba_bin.52	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.52.faa	1892.0	9.0	9.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037656/10674_0002_idba_bin.52.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037656/10674_0002_idba_bin.52.fa.gz
rumen__10674_0002_idba_bin.55	rumen__10674_0002_idba_bin.55	rumen	rumen	Bacteria	10674_0002_idba_bin.55	10674_0002_idba	bin.55		ERZ1037657	webin-genome-10674_0002_idba_bin.55	10674_0002_idba_bin.55.fa.gz	rumen__10674_0002_idba_bin.55.faa	rumen__10674_0002_idba_bin.55	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.55.faa	2358.0	9.0	10.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037657/10674_0002_idba_bin.55.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037657/10674_0002_idba_bin.55.fa.gz
rumen__10674_0002_idba_bin.57	rumen__10674_0002_idba_bin.57	rumen	rumen	Bacteria	10674_0002_idba_bin.57	10674_0002_idba	bin.57		ERZ1037658	webin-genome-10674_0002_idba_bin.57	10674_0002_idba_bin.57.fa.gz	rumen__10674_0002_idba_bin.57.faa	rumen__10674_0002_idba_bin.57	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.57.faa	2531.0	9.0	11.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037658/10674_0002_idba_bin.57.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037658/10674_0002_idba_bin.57.fa.gz
rumen__10674_0002_idba_bin.6	rumen__10674_0002_idba_bin.6	rumen	rumen	Bacteria	10674_0002_idba_bin.6	10674_0002_idba	bin.6		ERZ1037659	webin-genome-10674_0002_idba_bin.6	10674_0002_idba_bin.6.fa.gz	rumen__10674_0002_idba_bin.6.faa	rumen__10674_0002_idba_bin.6	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.6.faa	2259.0	9.0	12.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037659/10674_0002_idba_bin.6.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037659/10674_0002_idba_bin.6.fa.gz
rumen__10674_0002_idba_bin.61	rumen__10674_0002_idba_bin.61	rumen	rumen	Bacteria	10674_0002_idba_bin.61	10674_0002_idba	bin.61		ERZ1037660	webin-genome-10674_0002_idba_bin.61	10674_0002_idba_bin.61.fa.gz	rumen__10674_0002_idba_bin.61.faa	rumen__10674_0002_idba_bin.61	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.61.faa	1054.0	9.0	13.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037660/10674_0002_idba_bin.61.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037660/10674_0002_idba_bin.61.fa.gz
rumen__10674_0002_idba_bin.62	rumen__10674_0002_idba_bin.62	rumen	rumen	Bacteria	10674_0002_idba_bin.62	10674_0002_idba	bin.62		ERZ1037661	webin-genome-10674_0002_idba_bin.62	10674_0002_idba_bin.62.fa.gz	rumen__10674_0002_idba_bin.62.faa	rumen__10674_0002_idba_bin.62	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.62.faa	932.0	9.0	14.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037661/10674_0002_idba_bin.62.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037661/10674_0002_idba_bin.62.fa.gz
rumen__10674_0002_idba_bin.67	rumen__10674_0002_idba_bin.67	rumen	rumen	Bacteria	10674_0002_idba_bin.67	10674_0002_idba	bin.67		ERZ1037662	webin-genome-10674_0002_idba_bin.67	10674_0002_idba_bin.67.fa.gz	rumen__10674_0002_idba_bin.67.faa	rumen__10674_0002_idba_bin.67	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.67.faa	2156.0	9.0	15.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037662/10674_0002_idba_bin.67.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037662/10674_0002_idba_bin.67.fa.gz
rumen__10674_0002_idba_bin.68	rumen__10674_0002_idba_bin.68	rumen	rumen	Bacteria	10674_0002_idba_bin.68	10674_0002_idba	bin.68		ERZ1037663	webin-genome-10674_0002_idba_bin.68	10674_0002_idba_bin.68.fa.gz	rumen__10674_0002_idba_bin.68.faa	rumen__10674_0002_idba_bin.68	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.68.faa	1490.0	9.0	16.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037663/10674_0002_idba_bin.68.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037663/10674_0002_idba_bin.68.fa.gz
rumen__10674_0002_idba_bin.7	rumen__10674_0002_idba_bin.7	rumen	rumen	Bacteria	10674_0002_idba_bin.7	10674_0002_idba	bin.7		ERZ1037664	webin-genome-10674_0002_idba_bin.7	10674_0002_idba_bin.7.fa.gz	rumen__10674_0002_idba_bin.7.faa	rumen__10674_0002_idba_bin.7	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.7.faa	3054.0	9.0	17.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037664/10674_0002_idba_bin.7.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037664/10674_0002_idba_bin.7.fa.gz
rumen__10674_0002_idba_bin.70	rumen__10674_0002_idba_bin.70	rumen	rumen	Bacteria	10674_0002_idba_bin.70	10674_0002_idba	bin.70		ERZ1037665	webin-genome-10674_0002_idba_bin.70	10674_0002_idba_bin.70.fa.gz	rumen__10674_0002_idba_bin.70.faa	rumen__10674_0002_idba_bin.70	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.70.faa	2089.0	9.0	18.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037665/10674_0002_idba_bin.70.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037665/10674_0002_idba_bin.70.fa.gz
rumen__10674_0002_idba_bin.73	rumen__10674_0002_idba_bin.73	rumen	rumen	Bacteria	10674_0002_idba_bin.73	10674_0002_idba	bin.73		ERZ1037666	webin-genome-10674_0002_idba_bin.73	10674_0002_idba_bin.73.fa.gz	rumen__10674_0002_idba_bin.73.faa	rumen__10674_0002_idba_bin.73	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.73.faa	1548.0	9.0	19.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037666/10674_0002_idba_bin.73.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037666/10674_0002_idba_bin.73.fa.gz
rumen__10674_0002_idba_bin.74	rumen__10674_0002_idba_bin.74	rumen	rumen	Bacteria	10674_0002_idba_bin.74	10674_0002_idba	bin.74		ERZ1037667	webin-genome-10674_0002_idba_bin.74	10674_0002_idba_bin.74.fa.gz	rumen__10674_0002_idba_bin.74.faa	rumen__10674_0002_idba_bin.74	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.74.faa	2046.0	9.0	20.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037667/10674_0002_idba_bin.74.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037667/10674_0002_idba_bin.74.fa.gz
rumen__10674_0002_idba_bin.76	rumen__10674_0002_idba_bin.76	rumen	rumen	Bacteria	10674_0002_idba_bin.76	10674_0002_idba	bin.76		ERZ1037669	webin-genome-10674_0002_idba_bin.76	10674_0002_idba_bin.76.fa.gz	rumen__10674_0002_idba_bin.76.faa	rumen__10674_0002_idba_bin.76	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.76.faa	2201.0	9.0	21.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037669/10674_0002_idba_bin.76.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037669/10674_0002_idba_bin.76.fa.gz
rumen__10674_0002_idba_bin.78	rumen__10674_0002_idba_bin.78	rumen	rumen	Bacteria	10674_0002_idba_bin.78	10674_0002_idba	bin.78		ERZ1037670	webin-genome-10674_0002_idba_bin.78	10674_0002_idba_bin.78.fa.gz	rumen__10674_0002_idba_bin.78.faa	rumen__10674_0002_idba_bin.78	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.78.faa	1721.0	9.0	22.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037670/10674_0002_idba_bin.78.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037670/10674_0002_idba_bin.78.fa.gz
rumen__10674_0002_idba_bin.79	rumen__10674_0002_idba_bin.79	rumen	rumen	Bacteria	10674_0002_idba_bin.79	10674_0002_idba	bin.79		ERZ1037671	webin-genome-10674_0002_idba_bin.79	10674_0002_idba_bin.79.fa.gz	rumen__10674_0002_idba_bin.79.faa	rumen__10674_0002_idba_bin.79	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.79.faa	2267.0	9.0	23.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037671/10674_0002_idba_bin.79.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037671/10674_0002_idba_bin.79.fa.gz
rumen__10674_0002_idba_bin.8	rumen__10674_0002_idba_bin.8	rumen	rumen	Archaea	10674_0002_idba_bin.8	10674_0002_idba	bin.8		ERZ1037672	webin-genome-10674_0002_idba_bin.8	10674_0002_idba_bin.8.fa.gz	rumen__10674_0002_idba_bin.8.faa	rumen__10674_0002_idba_bin.8	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.8.faa	1321.0	9.0	24.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037672/10674_0002_idba_bin.8.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037672/10674_0002_idba_bin.8.fa.gz
rumen__10674_0002_idba_bin.81	rumen__10674_0002_idba_bin.81	rumen	rumen	Bacteria	10674_0002_idba_bin.81	10674_0002_idba	bin.81		ERZ1037673	webin-genome-10674_0002_idba_bin.81	10674_0002_idba_bin.81.fa.gz	rumen__10674_0002_idba_bin.81.faa	rumen__10674_0002_idba_bin.81	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.81.faa	2630.0	10.0	0.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037673/10674_0002_idba_bin.81.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037673/10674_0002_idba_bin.81.fa.gz
rumen__10674_0002_idba_bin.82	rumen__10674_0002_idba_bin.82	rumen	rumen	Bacteria	10674_0002_idba_bin.82	10674_0002_idba	bin.82		ERZ1037674	webin-genome-10674_0002_idba_bin.82	10674_0002_idba_bin.82.fa.gz	rumen__10674_0002_idba_bin.82.faa	rumen__10674_0002_idba_bin.82	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.82.faa	1099.0	10.0	1.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037674/10674_0002_idba_bin.82.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037674/10674_0002_idba_bin.82.fa.gz
rumen__10674_0002_idba_bin.84	rumen__10674_0002_idba_bin.84	rumen	rumen	Bacteria	10674_0002_idba_bin.84	10674_0002_idba	bin.84		ERZ1037675	webin-genome-10674_0002_idba_bin.84	10674_0002_idba_bin.84.fa.gz	rumen__10674_0002_idba_bin.84.faa	rumen__10674_0002_idba_bin.84	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.84.faa	1451.0	10.0	2.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037675/10674_0002_idba_bin.84.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037675/10674_0002_idba_bin.84.fa.gz
rumen__10674_0002_idba_bin.87	rumen__10674_0002_idba_bin.87	rumen	rumen	Bacteria	10674_0002_idba_bin.87	10674_0002_idba	bin.87		ERZ1037676	webin-genome-10674_0002_idba_bin.87	10674_0002_idba_bin.87.fa.gz	rumen__10674_0002_idba_bin.87.faa	rumen__10674_0002_idba_bin.87	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.87.faa	1789.0	10.0	3.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037676/10674_0002_idba_bin.87.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037676/10674_0002_idba_bin.87.fa.gz
rumen__10674_0002_idba_bin.88	rumen__10674_0002_idba_bin.88	rumen	rumen	Bacteria	10674_0002_idba_bin.88	10674_0002_idba	bin.88		ERZ1037677	webin-genome-10674_0002_idba_bin.88	10674_0002_idba_bin.88.fa.gz	rumen__10674_0002_idba_bin.88.faa	rumen__10674_0002_idba_bin.88	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.88.faa	2451.0	10.0	4.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037677/10674_0002_idba_bin.88.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037677/10674_0002_idba_bin.88.fa.gz
rumen__10674_0002_idba_bin.89	rumen__10674_0002_idba_bin.89	rumen	rumen	Bacteria	10674_0002_idba_bin.89	10674_0002_idba	bin.89		ERZ1037678	webin-genome-10674_0002_idba_bin.89	10674_0002_idba_bin.89.fa.gz	rumen__10674_0002_idba_bin.89.faa	rumen__10674_0002_idba_bin.89	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.89.faa	2090.0	10.0	5.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037678/10674_0002_idba_bin.89.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037678/10674_0002_idba_bin.89.fa.gz
rumen__10674_0002_idba_bin.92	rumen__10674_0002_idba_bin.92	rumen	rumen	Bacteria	10674_0002_idba_bin.92	10674_0002_idba	bin.92		ERZ1037679	webin-genome-10674_0002_idba_bin.92	10674_0002_idba_bin.92.fa.gz	rumen__10674_0002_idba_bin.92.faa	rumen__10674_0002_idba_bin.92	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.92.faa	1626.0	10.0	6.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037679/10674_0002_idba_bin.92.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037679/10674_0002_idba_bin.92.fa.gz
rumen__10674_0002_idba_bin.93	rumen__10674_0002_idba_bin.93	rumen	rumen	Bacteria	10674_0002_idba_bin.93	10674_0002_idba	bin.93		ERZ1037680	webin-genome-10674_0002_idba_bin.93	10674_0002_idba_bin.93.fa.gz	rumen__10674_0002_idba_bin.93.faa	rumen__10674_0002_idba_bin.93	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.93.faa	2167.0	10.0	7.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037680/10674_0002_idba_bin.93.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037680/10674_0002_idba_bin.93.fa.gz
rumen__10674_0002_idba_bin.94	rumen__10674_0002_idba_bin.94	rumen	rumen	Bacteria	10674_0002_idba_bin.94	10674_0002_idba	bin.94		ERZ1037681	webin-genome-10674_0002_idba_bin.94	10674_0002_idba_bin.94.fa.gz	rumen__10674_0002_idba_bin.94.faa	rumen__10674_0002_idba_bin.94	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.94.faa	2659.0	10.0	8.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037681/10674_0002_idba_bin.94.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037681/10674_0002_idba_bin.94.fa.gz
rumen__10674_0002_idba_bin.95	rumen__10674_0002_idba_bin.95	rumen	rumen	Bacteria	10674_0002_idba_bin.95	10674_0002_idba	bin.95		ERZ1037682	webin-genome-10674_0002_idba_bin.95	10674_0002_idba_bin.95.fa.gz	rumen__10674_0002_idba_bin.95.faa	rumen__10674_0002_idba_bin.95	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.95.faa	2581.0	10.0	9.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037682/10674_0002_idba_bin.95.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037682/10674_0002_idba_bin.95.fa.gz
rumen__10674_0002_idba_bin.96	rumen__10674_0002_idba_bin.96	rumen	rumen	Bacteria	10674_0002_idba_bin.96	10674_0002_idba	bin.96		ERZ1037683	webin-genome-10674_0002_idba_bin.96	10674_0002_idba_bin.96.fa.gz	rumen__10674_0002_idba_bin.96.faa	rumen__10674_0002_idba_bin.96	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.96.faa	2285.0	10.0	10.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037683/10674_0002_idba_bin.96.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037683/10674_0002_idba_bin.96.fa.gz
rumen__10674_0002_idba_bin.97	rumen__10674_0002_idba_bin.97	rumen	rumen	Bacteria	10674_0002_idba_bin.97	10674_0002_idba	bin.97		ERZ1037685	webin-genome-10674_0002_idba_bin.97	10674_0002_idba_bin.97.fa.gz	rumen__10674_0002_idba_bin.97.faa	rumen__10674_0002_idba_bin.97	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.97.faa	2497.0	10.0	11.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037685/10674_0002_idba_bin.97.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037685/10674_0002_idba_bin.97.fa.gz
rumen__10674_0002_idba_bin.98	rumen__10674_0002_idba_bin.98	rumen	rumen	Bacteria	10674_0002_idba_bin.98	10674_0002_idba	bin.98		ERZ1037686	webin-genome-10674_0002_idba_bin.98	10674_0002_idba_bin.98.fa.gz	rumen__10674_0002_idba_bin.98.faa	rumen__10674_0002_idba_bin.98	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.98.faa	2370.0	10.0	12.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037686/10674_0002_idba_bin.98.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037686/10674_0002_idba_bin.98.fa.gz
rumen__10674_0003_idba_bin.1	rumen__10674_0003_idba_bin.1	rumen	rumen	Bacteria	10674_0003_idba_bin.1	10674_0003_idba	bin.1		ERZ1037687	webin-genome-10674_0003_idba_bin.1	10674_0003_idba_bin.1.fa.gz	rumen__10674_0003_idba_bin.1.faa	rumen__10674_0003_idba_bin.1	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0003_idba_bin.1.faa	1257.0	10.0	13.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037687/10674_0003_idba_bin.1.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037687/10674_0003_idba_bin.1.fa.gz
rumen__10674_0003_idba_bin.10	rumen__10674_0003_idba_bin.10	rumen	rumen	Bacteria	10674_0003_idba_bin.10	10674_0003_idba	bin.10		ERZ1037688	webin-genome-10674_0003_idba_bin.10	10674_0003_idba_bin.10.fa.gz	rumen__10674_0003_idba_bin.10.faa	rumen__10674_0003_idba_bin.10	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0003_idba_bin.10.faa	1500.0	10.0	14.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037688/10674_0003_idba_bin.10.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037688/10674_0003_idba_bin.10.fa.gz
rumen__10674_0003_idba_bin.102	rumen__10674_0003_idba_bin.102	rumen	rumen	Bacteria	10674_0003_idba_bin.102	10674_0003_idba	bin.102		ERZ1037689	webin-genome-10674_0003_idba_bin.102	10674_0003_idba_bin.102.fa.gz	rumen__10674_0003_idba_bin.102.faa	rumen__10674_0003_idba_bin.102	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0003_idba_bin.102.faa	1712.0	10.0	15.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037689/10674_0003_idba_bin.102.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037689/10674_0003_idba_bin.102.fa.gz
